stage_name,stage,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward
LEDs1,3,5,43.0,-1,-1,-1,-1,0,0,1,1,,
LEDs1,3,5,44.0,-1,-1,-1,-1,0,0,1,1,3.0,0.0
LEDs1,3,5,45.0,-1,-1,0,0,-1,-1,1,1,,
LEDs1,3,5,46.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,5,47.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,5,48.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,5,49.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
LEDs1,3,5,50.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
LEDs1,3,6,1.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
LEDs1,3,6,2.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
LEDs1,3,6,3.0,-1,-1,0,0,-1,-1,1,1,,
LEDs1,3,6,4.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
LEDs1,3,6,5.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,6,6.0,-1,-1,1,1,0,0,-1,-1,,
LEDs1,3,6,7.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,6,8.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,6,9.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,6,10.0,-1,-1,0,0,1,1,-1,-1,,
LEDs1,3,6,11.0,-1,-1,1,1,0,0,-1,-1,,
LEDs1,3,6,12.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
LEDs1,3,6,13.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,6,14.0,0,0,1,1,-1,-1,-1,-1,,
LEDs1,3,6,15.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
LEDs1,3,6,16.0,-1,-1,-1,-1,0,1,1,0,,
LEDs1,3,6,17.0,-1,-1,-1,-1,0,1,1,0,,
LEDs1,3,6,18.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,6,19.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,6,20.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,6,21.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,6,22.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,6,23.0,0,0,1,1,-1,-1,-1,-1,,
LEDs1,3,6,24.0,-1,-1,0,0,1,1,-1,-1,,
LEDs1,3,6,25.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
LEDs1,3,6,26.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
LEDs1,3,6,27.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,6,28.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,6,29.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
LEDs1,3,6,30.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,6,31.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,6,32.0,-1,-1,0,0,1,1,-1,-1,,
LEDs1,3,6,33.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,6,34.0,0,1,1,0,-1,-1,-1,-1,,
LEDs1,3,6,35.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,6,36.0,-1,-1,0,1,-1,-1,1,0,,
LEDs1,3,6,37.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,6,38.0,1,0,-1,-1,0,1,-1,-1,,
LEDs1,3,6,39.0,-1,-1,1,0,0,1,-1,-1,,
LEDs1,3,6,40.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,6,41.0,0,0,-1,-1,-1,-1,1,1,,
LEDs1,3,6,42.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
LEDs1,3,6,43.0,0,0,-1,-1,-1,-1,1,1,1.0,0.0
LEDs1,3,6,44.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,6,45.0,-1,-1,1,1,-1,-1,0,0,,
LEDs1,3,6,46.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
LEDs1,3,6,47.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,6,48.0,-1,-1,-1,-1,1,1,0,0,,
LEDs1,3,6,49.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,6,50.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,6,51.0,1,1,-1,-1,0,0,-1,-1,,
LEDs1,3,7,1.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,7,2.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
LEDs1,3,7,3.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
LEDs1,3,7,4.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
LEDs1,3,7,5.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,7,6.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
LEDs1,3,7,7.0,0,0,-1,-1,-1,-1,1,1,1.0,0.0
LEDs1,3,7,8.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
LEDs1,3,7,9.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,7,10.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
LEDs1,3,7,11.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
LEDs1,3,7,12.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
LEDs1,3,7,13.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,7,14.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
LEDs1,3,7,15.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
LEDs1,3,7,16.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
LEDs1,3,7,17.0,-1,-1,-1,-1,0,0,1,1,3.0,0.0
LEDs1,3,7,18.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,7,19.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,7,20.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,7,21.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,7,22.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,7,23.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,7,24.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
LEDs1,3,7,25.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
LEDs1,3,7,26.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,7,27.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
LEDs1,3,7,28.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
LEDs1,3,7,29.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,7,30.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,7,31.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,7,32.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
LEDs1,3,7,33.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,7,34.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,7,35.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,7,36.0,-1,-1,0,0,1,1,-1,-1,2.0,0.0
LEDs1,3,7,37.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,7,38.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
LEDs1,3,7,39.0,-1,-1,0,0,-1,-1,1,1,,
LEDs1,3,7,40.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
LEDs1,3,7,41.0,1,1,-1,-1,0,0,-1,-1,3.0,0.0
LEDs1,3,7,42.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
LEDs1,3,7,43.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
LEDs1,3,7,44.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
LEDs1,3,7,45.0,0,0,-1,-1,-1,-1,1,1,,
LEDs1,3,7,46.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
LEDs1,3,7,47.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,7,48.0,0,0,1,1,-1,-1,-1,-1,,
LEDs1,3,7,49.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,7,50.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,7,51.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,7,52.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,7,53.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
LEDs1,3,7,54.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,7,55.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,7,56.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
LEDs1,3,7,57.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
LEDs1,3,7,58.0,0,0,-1,-1,-1,-1,1,1,1.0,0.0
LEDs1,3,7,59.0,-1,-1,0,0,-1,-1,1,1,,
LEDs1,3,7,60.0,-1,-1,0,0,-1,-1,1,1,,
LEDs1,3,7,61.0,-1,-1,-1,-1,1,1,0,0,,
LEDs1,3,7,62.0,-1,-1,-1,-1,1,0,0,1,,
LEDs1,3,7,63.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,7,64.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
LEDs1,3,7,65.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,7,66.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
LEDs1,3,7,67.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
LEDs1,3,7,68.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
LEDs1,3,7,69.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
LEDs1,3,7,70.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,7,71.0,-1,-1,-1,-1,0,1,1,0,,
LEDs1,3,7,72.0,-1,-1,-1,-1,1,0,0,1,,
LEDs1,3,7,73.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,7,74.0,0,0,-1,-1,-1,-1,1,1,,
LEDs1,3,7,75.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
LEDs1,3,8,1.0,0,1,1,0,-1,-1,-1,-1,,
LEDs1,3,8,2.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
LEDs1,3,8,3.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
LEDs1,3,8,4.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
LEDs1,3,8,5.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,8,6.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,8,7.0,-1,-1,0,1,1,0,-1,-1,,
LEDs1,3,8,8.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
LEDs1,3,8,9.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,8,10.0,-1,-1,0,0,-1,-1,1,1,,
LEDs1,3,8,11.0,0,0,1,1,-1,-1,-1,-1,,
LEDs1,3,8,12.0,0,0,-1,-1,-1,-1,1,1,1.0,0.0
LEDs1,3,8,13.0,-1,-1,-1,-1,1,1,0,0,,
LEDs1,3,8,14.0,-1,-1,0,1,1,0,-1,-1,,
LEDs1,3,8,15.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
LEDs1,3,8,16.0,1,0,0,1,-1,-1,-1,-1,2.0,1.0
LEDs1,3,8,17.0,-1,-1,-1,-1,1,0,0,1,,
LEDs1,3,8,18.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,8,19.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
LEDs1,3,8,20.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
LEDs1,3,8,21.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,8,22.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,8,23.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,8,24.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
LEDs1,3,8,25.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
LEDs1,3,8,26.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,8,27.0,-1,-1,-1,-1,0,0,1,1,3.0,0.0
LEDs1,3,8,28.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
LEDs1,3,8,29.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
LEDs1,3,8,30.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
LEDs1,3,8,31.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,8,32.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
LEDs1,3,8,33.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,8,34.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
LEDs1,3,8,35.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
LEDs1,3,8,36.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,8,37.0,0,0,-1,-1,-1,-1,1,1,1.0,0.0
LEDs1,3,8,38.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
LEDs1,3,8,39.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
LEDs1,3,8,40.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
LEDs1,3,8,41.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
LEDs1,3,8,42.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,8,43.0,-1,-1,0,0,-1,-1,1,1,2.0,0.0
LEDs1,3,8,44.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
LEDs1,3,8,45.0,-1,-1,-1,-1,0,1,1,0,1.0,0.0
LEDs1,3,8,46.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
LEDs1,3,8,47.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,8,48.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,8,49.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
LEDs1,3,8,50.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,8,51.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,8,52.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
LEDs1,3,8,53.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
LEDs1,3,8,54.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
LEDs1,3,8,55.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
LEDs1,3,8,56.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,8,57.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
LEDs1,3,8,58.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,8,59.0,0,0,-1,-1,-1,-1,1,1,1.0,0.0
LEDs1,3,8,60.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,8,61.0,-1,-1,0,0,-1,-1,1,1,2.0,0.0
LEDs1,3,8,62.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
LEDs1,3,8,63.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,8,64.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,8,65.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
LEDs1,3,8,66.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
LEDs1,3,8,67.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
LEDs1,3,8,68.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,8,69.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
LEDs1,3,8,70.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,8,71.0,-1,-1,-1,-1,0,0,1,1,3.0,0.0
LEDs1,3,8,72.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,8,73.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
LEDs1,3,8,74.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,8,75.0,1,0,-1,-1,0,1,-1,-1,,
LEDs1,3,8,76.0,0,1,1,0,-1,-1,-1,-1,,
LEDs1,3,9,1.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
LEDs1,3,9,2.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,9,3.0,1,1,-1,-1,0,0,-1,-1,3.0,0.0
LEDs1,3,9,4.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
LEDs1,3,9,5.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,9,6.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,9,7.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
LEDs1,3,9,8.0,-1,-1,1,1,0,0,-1,-1,,
LEDs1,3,9,9.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
LEDs1,3,9,10.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
LEDs1,3,9,11.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,9,12.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,9,13.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,9,14.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
LEDs1,3,9,15.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
LEDs1,3,9,16.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
LEDs1,3,9,17.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
LEDs1,3,9,18.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
LEDs1,3,9,19.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,9,20.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
LEDs1,3,9,21.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,9,22.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,9,23.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
LEDs1,3,9,24.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
LEDs1,3,9,25.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,9,26.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
LEDs1,3,9,27.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
LEDs1,3,9,28.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
LEDs1,3,9,29.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,9,30.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,9,31.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,9,32.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,9,33.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,9,34.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
LEDs1,3,9,35.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,9,36.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
LEDs1,3,9,37.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,9,38.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
LEDs1,3,9,39.0,-1,-1,-1,-1,1,1,0,0,,
LEDs1,3,9,40.0,-1,-1,-1,-1,1,1,0,0,,
LEDs1,3,9,41.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,9,42.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
LEDs1,3,9,43.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,9,44.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,9,45.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
LEDs1,3,9,46.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,9,47.0,-1,-1,0,0,1,1,-1,-1,,
LEDs1,3,9,48.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
LEDs1,3,9,49.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,9,50.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
LEDs1,3,9,51.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
LEDs1,3,9,52.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
LEDs1,3,9,53.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,9,54.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
LEDs1,3,9,55.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,9,56.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,9,57.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
LEDs1,3,9,58.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
LEDs1,3,9,59.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,9,60.0,-1,-1,0,0,1,1,-1,-1,,
LEDs1,3,9,61.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,9,62.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
LEDs1,3,9,63.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,9,64.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
LEDs1,3,9,65.0,0,0,-1,-1,-1,-1,1,1,1.0,0.0
LEDs1,3,9,66.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,9,67.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
LEDs1,3,9,68.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,9,69.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,9,70.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,9,71.0,1,1,-1,-1,0,0,-1,-1,3.0,0.0
LEDs1,3,9,72.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,9,73.0,-1,-1,1,1,-1,-1,0,0,,
LEDs1,3,9,74.0,-1,-1,0,0,-1,-1,1,1,,
LEDs1,3,9,75.0,0,1,-1,-1,1,0,-1,-1,,
LEDs1,3,9,76.0,-1,-1,-1,-1,0,0,1,1,,
LEDs1,3,9,77.0,-1,-1,-1,-1,1,0,0,1,,
LEDs1,3,9,78.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
LEDs1,3,9,79.0,-1,-1,0,0,1,1,-1,-1,,
LEDs1,3,9,80.0,0,1,-1,-1,-1,-1,1,0,,
LEDs1,3,9,81.0,-1,-1,0,0,-1,-1,1,1,,
LEDs1,3,9,82.0,-1,-1,-1,-1,1,1,0,0,,
LEDs1,3,9,83.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
LEDs1,3,9,84.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
LEDs1,3,9,85.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,9,86.0,1,0,0,1,-1,-1,-1,-1,2.0,1.0
LEDs1,3,9,87.0,0,0,-1,-1,-1,-1,1,1,1.0,0.0
LEDs1,3,9,88.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,9,89.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
LEDs1,3,9,90.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
LEDs1,3,9,91.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
LEDs1,3,9,92.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,9,93.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,9,94.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,9,95.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
LEDs1,3,9,96.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
LEDs1,3,9,97.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
LEDs1,3,9,98.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,9,99.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
LEDs1,3,9,100.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
LEDs1,3,10,1.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
LEDs1,3,10,2.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
LEDs1,3,10,3.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
LEDs1,3,10,4.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
LEDs1,3,10,5.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
LEDs1,3,10,6.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
LEDs1,3,10,7.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,10,8.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
LEDs1,3,10,9.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,10,10.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,10,11.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
LEDs1,3,10,12.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
LEDs1,3,10,13.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
LEDs1,3,10,14.0,-1,-1,0,0,-1,-1,1,1,2.0,0.0
LEDs1,3,10,15.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,10,16.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,10,17.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,10,18.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
LEDs1,3,10,19.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,10,20.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,10,21.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
LEDs1,3,10,22.0,1,1,-1,-1,-1,-1,0,0,4.0,0.0
LEDs1,3,10,23.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
LEDs1,3,10,24.0,-1,-1,1,1,-1,-1,0,0,,
LEDs1,3,10,25.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
LEDs1,3,10,26.0,-1,-1,1,0,-1,-1,0,1,,
LEDs1,3,10,27.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
LEDs1,3,10,28.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
LEDs1,3,10,29.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
